"name","roaster","roaster_country","roast","rating","review"
"Ethiopia Sidamo Bensa Natural Single-Variety Kurume G1","Dory Coffee Roasters","Taiwan","Medium-Light",93,"Deeply sweet, cocoa-toned. Dark chocolate, dried persimmon, hazelnut, wisteria, maple syrup in aroma and cup. Balanced, brisk but sweet structure with rounded acidity; satiny-smooth mouthfeel. The finish is thoroughly chocolaty with undertones of persimmon and hazelnut. A balanced, engaging natural-processed Ethiopia cup characterized by cocoa-toned fruit and rich florals."
"Costa Rica La Pastora","Atomic Coffee Roasters","United States","Medium-Light",93,"Complex, richly sweet, fruit-toned. Apricot, orange blossom, caramel, cocoa powder, almond in aroma and cup. Sweet-tart structure with pert acidity; very full, syrupy mouthfeel. Finish consolidates to caramel-toned apricot and almond. A deep, nuanced washed-process Costa Rica cup with an especially viscous yet lively mouthfeel."
"Papua New Guinea “Papa Kinne”","Lamppost Coffee Roasters","United States","Medium-Light",92,"Richly nut- and floral-toned. Magnolia, hazelnut butter, baking chocolate, apricot, maple syrup in aroma and cup. Sweet structure with gentle, round acidity; velvety-smooth mouthfeel. Finish consolidates to notes of hazelnut butter and maple syrup with baking chocolate undertones. A sweetly nut-toned, inviting PNG cup."
"Ethiopia Yirgacheffe Natural Farm Direct","Dragonfly Coffee Roasters","United States","Medium-Light",94,"Delicately and richly fruit-toned. Raspberry, dark chocolate, baking spices, tangerine zest, lemon verbena in aroma and cup. Sweet structure with winy acidity; very full, satiny mouthfeel. Chocolaty finish with notes of raspberry and baking spices. A deep, delicately fruit-toned cup with ringing notes of dark chocolate throughout and citrusy undercurrents."
"Kenya Karatina AA 2020","Dragonfly Coffee Roasters","United States","Medium-Light",94,"Vibrantly floral-toned, sweetly pungent. Narcissus, toffee, black currant, cedar, dark caramel in aroma and cup. Sweet-tart structure with bright, juicy acidity; plush, syrupy mouthfeel. Finish leads with toffee and black currant notes supported by narcissus-like flowers throughout. A bright, juicy Kenya cup with citrusy acidity: sweet, tart, floral and caramelly all at once."
"Colombia San Luís Gesha","Peach Coffee Roasters","United States","Medium-Light",94,"Rich-toned, elegantly sweet. Wild honey, dried apricot, lilac, myrrh, sandalwood in aroma and cup. Sweetly tart structure with juicy, bright acidity; full, syrupy-smooth mouthfeel.The finish consolidates to notes of dried apricot and myrrh with undertones of wild honey. A delicate, confident honey-processed Colombia Gesha: balanced, bright, floral- and fruit-toned."
"Karani Kenya","JBC Coffee Roasters","United States","Medium-Light",95,"Complex, fruit-toned and chocolaty. Red currant, dark chocolate, hazelnut butter, narcissus, agave syrup in aroma and cup. Sweet-toned structure with vibrant, juicy acidity; full, syrupy-smooth mouthfeel. The deep, chocolaty finish supported by sweet-tart fruit notes and narcissus-like florals. An alluring Kenya cup with classic red fruit and dark chocolate notes in harmony. Particularly plush mouthfeel."
"Memory Lane","Nostalgia Coffee Roasters","United States","Medium-Light",92,"Balanced, deeply sweet-savory. Nutella, plum, jasmine, cedar, maple syrup in aroma and cup. Sweet-savory structure with pert acidity; velvety-smooth mouthfeel. The flavor-saturated finish centers around notes of Nutella and plum with cedar undertones.  An engaging, harmonious blend designed to evoke pleasant memories of fine traditional coffee experiences."
"Cordillera del Fuego Costa Rica Termico","Collage Coffee","United States","Medium-Light",93,"Bright, sweetly spice-toned. Cinnamon, candy apple, grapefruit zest, freesia-like flowers, a hint of fresh yogurt in aroma and cup. Sweet-tart structure with lively, high-toned acidity; crisp, satiny mouthfeel. The finish continues spice-toned and rich. A deeply sweet Costa Rica coffee processed by an unusual variation on the honey method, promoting a pleasingly nuanced profile with a range of spice notes supported by subtly tart, yogurt-like hints."
"Hawai’i Kilauea Volcano Yeast Fermentation Washed","Paradise Roasters","United States","Medium-Light",96,"Aromatically tropical, deeply floral, mysteriously complex. Plumeria, amber, passion fruit, Concord grape, dark chocolate in aroma and cup. Deep-toned, sweetly savory structure with winy acidity; decadently plush mouthfeel. The finish goes on and on. A shockingly coherent, wildly various experience of coffee, a delightful roller coaster that hits all the sensory notes."
"Kona Pink Honey Black Rock Farm","Paradise Roasters","United States","Medium-Light",94,"Richly and elegantly fruit-toned. Strawberry-guava, cocoa nib, violet, wild honey, aloe wood in aroma and cup. Vivaciously sweet-tart structure with juicy, balanced acidity; full, creamy mouthfeel. Resonant fruit-forward finish with notes of strawberry-guava, cocoa nib and violet. A uniquely composed coffee processed by a twist on the traditional honey method that results in a sweet, tart, high-toned, lyrical cup."
"Ethiopia Kayon Mountain","Lexington Coffee Roasters","United States","Medium-Light",94,"Richly chocolaty, deeply fruit-toned. Chocolate fudge, raspberry coulis, sandalwood, lilac in aroma and cup. Sweetly tart structure with juicy acidity; plush, lively mouthfeel. The floral- and fruit-toned finish is supported by chocolate tones throughout. Fruit, flowers, and chocolate come together in harmonious balance in this impressively deep-toned natural-processed Ethiopia cup."
"Playground SOE Espresso","Plat Coffee Roastery","Hong Kong","Medium-Light",93,"Evaluated as espresso. Richly sweet-tart. Pomegranate, dark chocolate, narcissus, hazelnut, cedar in aroma and small cup. Satiny-smooth mouthfeel; fruit-driven, chocolaty finish. In three parts milk the fruit rounds and softens and chocolate notes are foregrounded. An inviting single-origin (and single-variety) espresso from Brazil characterized by pomegranate-like fruit and deep chocolate."
"Benti Nenqa #209 Ethiopia","JBC Coffee Roasters","United States","Medium-Light",94,"Delicately intricate, deeply sweet. Passion fruit, jasmine, sandalwood, cocoa nib, tangerine zest in aroma and cup. Juicy, effervescent acidity; silky, confident mouthfeel. The finish is crisply tart with sweet floral and cocoa tones in the short. A complex and multilayered natural-processed Ethiopia cup: fruit-forward with floral, aromatic wood, citrus and cocoa intrigue."
"Andi Sumatra","JBC Coffee Roasters","United States","Medium-Light",92,"Deep-toned, richly sweet. Date, magnolia, molasses, almond, cedar in aroma and cup. Sweet structure with round, gentle acidity; full, syrupy mouthfeel. Finish consolidates to notes of molasses and almond. This Sumatra cup has an especially vivacious mouthfeel, supporting notes of date-like fruit, sweet florals and nuts."
"Las Gravilias Costa Rica","JBC Coffee Roasters","United States","Medium-Light",91,"Delicate, sweet-toned. Plum, caramel, freesia-like flowers, oak, lemon zest in aroma and cup. Sweet-tart structure with brisk acidity; satiny mouthfeel. The finish centers around caramel and lemon zest. A crisply bright Costa Rica cup animated by pretty stone fruit and spicy floral notes."
"Nicaragua La Huella Catuaí","David's Nose","Taiwan","Light",93,"Crisp, delicately sweet. Nectarine, jasmine, cocoa nib, almond, oak in aroma and cup. Sweet-toned structure with gentle acidity; full, viscous mouthfeel. The finish centers around notes of nectarine, cocoa nib, and oak. A stone fruit- and floral-driven Nicaragua cup with an especially plush, vibrant mouthfeel."
"El Salvador Santa Elena Pacamara","GK Coffee","Taiwan","Medium-Light",94,"Richly fruit- and floral-toned. Passion fruit, narcissus, allspice, cocoa nib, tangerine zest in aroma and cup. Sweet-savory structure with juicy, high-toned acidity; lightly syrupy mouthfeel. Richly drying, vermouth-like finish. A nuanced, multi-layered Pacamara from El Salvador with enticing notes of spice, fruit, and rich florals, all adding up to a vibrantly high-toned cup."
"Guatemala Carlos Rivas","Kaldi's Coffee","United States","Medium-Light",93,"Richly sweet-savory, chocolate-toned. Dark chocolate, date, pralines, tiger lily, a hint of cumin in aroma and cup. Sweet-savory structure with gentle, round acidity; plump, syrupy mouthfeel. Gently drying finish is chocolaty through and through with undertones of pralines and flowers. A particularly chocolaty Guatemala coffee with an intriguing savory undertone akin to cumin that anchors and balances the cup’s deep sweetness."
"El Salvador Finca Kilimanjaro","Equator Coffees","United States","Medium",92,"Richly chocolaty, deeply sweet. Dark chocolate, freesia-like flowers, crisp pear, vanilla bean, cedar in aroma and cup. Sweet in structure with gentle acidity; velvety-smooth mouthfeel. Quiet, chocolaty finish with notes of pear and cedar. A roast leaning toward the dark end of medium encourages the chocolate and floral notes of this El Salvador produced by the celebrated Aida Batlle."
"Guatemala Bella Carmona","Highwire Coffee Roasters","United States","Medium-Light",92,"Deep-toned, chocolaty. Dark chocolate, date, hazelnut, agave syrup, pink grapefruit zest in aroma and cup. Sweetly tart structure with pert acidity; delicately smooth mouthfeel. Chocolate- and hazelnut-toned finish. A crisply sweet, nuanced, quietly complete Guatemala cup."
"Mexico Mayan Village Women’s Lot","Mr. Espresso","United States","Medium-Light",92,"Richly cherry-toned, chocolaty. Dark chocolate, black cherry, pistachio, honeysuckle, cedar in aroma and cup. Gently sweet-tart structure with brisk acidity; lively, syrupy mouthfeel. The finish is all chocolate, through and through. A quietly intricate Chiapas cup with an especially vivacious, syrupy-smooth mouthfeel."
"Honduras Finca Don Eusebio","Plat Coffee Roastery","Hong Kong","Light",92,"Delicately sweet, floral-toned. Honeysuckle, red grape, cashew, oak, brown sugar in aroma and cup. Sweet structure with gentle acidity; smooth, satiny mouthfeel. The finish consolidates to notes of red grape, cashew, and brown sugar. A sweetly and gently pungent, quietly rich, balanced Honduras cup."
"El Salvador Finca Las Duanas","Red Rooster Coffee Roaster","United States","Light",92,"Balanced, deep, sweetly savory. Tamarind, dark chocolate, gardenia, candycap mushroom, almond in aroma and cup. Crispy sweet structure with brisk acidity; satiny mouthfeel. Chocolaty finish with undertones of tamarind and almond. A harmonious El Salvador Pacamara cup with equal parts high-toned sweetness and deep-toned savory notes."
"El Salvador Las Mercedes La Avila","Bird Rock Coffee Roasters","United States","Medium-Light",93,"Rich-toned, chocolaty and floral. Baking chocolate, honeysuckle, lemon verbena, almond butter, cedar in aroma and cup. Sweet-tart structure with bright, juicy acidity; satiny-smooth mouthfeel. Chocolate up front in the short finish, followed by almond and lemon verbena in the long. A satisfyingly chocolaty El Salvador cup complicated by layers of floral and sweet herb notes. "
"Guatemala El Plan Rosma","Corvus Coffee Roasters","United States","Medium-Light",93,"Sweetly savory, vibrant, deep. Meyer lemon zest, dark chocolate, tamarind, sandalwood, aromatic orchid in aroma and cup. Sweet-tart structure with bright, juicy acidity; satiny-smooth mouthfeel. Flavor-saturated-finish leads with notes of tamarind and lemon zest, rounding to deep, dark chocolate notes in the long. Deeply chocolaty Guatemala cup with distinct tamarind and aromatic orchid notes leaning toward the tropical."
"Honduras","Beachcomber Coffee","Canada","Medium-Light",92,"Richly sweet, nut-toned. Almond butter, baking chocolate, pear, cedar, baking spices in aroma and cup. Sweet-toned structure with gentle, round acidity; full, satiny-smooth mouthfeel. The dominant nut notes of the finish are supported by baking chocolate and cedar. Engaging and accessible, a Honduras cup characterized by warming spices and chocolate and almond notes throughout."
"Heart & Soul Espresso Blend","States Coffee","United States","Medium",94,"Evaluated as espresso. Juicy-bright, chocolaty; chocolate fudge, black cherry, honeysuckle, cedar, maple syrup in aroma and small cup. Creamy mouthfeel; chocolaty, fruit-forward finish. Milk amplifies, deepens, and sweetens both chocolate and fruit notes. A lushly framed, fruit-driven, chocolaty espresso blend, reminiscent of eating chocolate-covered cherries."
"Ethiopia Banko Gotiti","Bird Rock Coffee Roasters","United States","Medium-Light",94,"Complex, intricate, deeply sweet. Star jasmine, cocoa nib, nectarine, frankincense, spearmint in aroma and cup. Bright, juicy acidity; plush, velvety mouthfeel. Resonant, flavor-saturated finish leads with notes of star jasmine and nectarine, balanced by suggestions of crisp cocoa. An elegant, crisply sweet, floral-driven washed Yirgacheffe cup anchored by deep cocoa suggestions."
